epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,5994.49,1.27076,0.94932,1.20462,0.774,0.68805,0.7672,0.43848,1.22074,1.02941,1.07808,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,6180.11,1.25996,0.92882,1.19574,0.77526,0.69243,0.76757,0.44158,1.21812,1.05614,1.07309,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,6366.2,1.25572,0.92434,1.19604,0.77536,0.70732,0.77372,0.44501,1.20624,0.97716,1.06916,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,6555.71,1.24921,0.90625,1.18857,0.76164,0.70911,0.77234,0.44772,1.20663,0.98053,1.0672,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,6743.01,1.24048,0.89669,1.18686,0.77828,0.70257,0.77153,0.44634,1.20807,0.98688,1.07879,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,6928.86,1.2225,0.87741,1.17425,0.77183,0.6874,0.76367,0.44276,1.20675,0.96099,1.07385,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,7117.6,1.21239,0.86478,1.16718,0.77486,0.70425,0.77295,0.44844,1.20849,0.95965,1.07515,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,7303.6,1.20001,0.84727,1.15987,0.78043,0.70655,0.77401,0.44694,1.20803,0.95742,1.07632,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,7490.67,1.18789,0.83343,1.15532,0.77075,0.70973,0.77319,0.44773,1.2147,0.94162,1.08001,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,7675.09,1.20514,0.77202,1.15512,0.77467,0.70837,0.77682,0.44957,1.22081,0.95376,1.08284,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,7860.44,1.17906,0.74952,1.13694,0.77596,0.7096,0.77559,0.44934,1.21494,0.90336,1.08342,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,8047.05,1.17148,0.72557,1.13604,0.78487,0.70766,0.77584,0.45005,1.21874,0.90977,1.08536,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,8234.61,1.15608,0.71429,1.13042,0.78133,0.7116,0.77624,0.44796,1.22594,0.90111,1.09404,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,8418.17,1.13342,0.68784,1.10899,0.7857,0.71325,0.77602,0.44837,1.229,0.90393,1.09681,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,8602.55,1.11867,0.67403,1.105,0.78713,0.71226,0.7747,0.45,1.22934,0.88136,1.09904,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,8784.73,1.10848,0.65753,1.09661,0.7922,0.71305,0.77474,0.44741,1.23005,0.89096,1.09903,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,8969.86,1.09751,0.64749,1.09673,0.79151,0.71346,0.77567,0.44778,1.22648,0.88494,1.09677,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,9154.82,1.08412,0.63696,1.08558,0.78765,0.71456,0.77523,0.44738,1.23043,0.88256,1.10069,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,9342.04,1.07272,0.62056,1.077,0.78569,0.71152,0.77572,0.44746,1.2323,0.87565,1.10329,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
