epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,8263.34,1.23532,0.90188,1.22935,0.77699,0.71242,0.77536,0.44951,1.31382,1.19126,1.21307,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,8518.03,1.23844,0.89956,1.2299,0.77417,0.72303,0.77755,0.44683,1.31712,1.331,1.21456,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,8773.61,1.22478,0.88605,1.22277,0.7766,0.70927,0.77615,0.44921,1.3123,1.21101,1.22439,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,9028.58,1.21046,0.85865,1.21471,0.77797,0.70976,0.77394,0.44784,1.31875,1.10517,1.22545,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,9285.93,1.2053,0.85827,1.20807,0.77575,0.71666,0.78143,0.45321,1.31731,1.05658,1.21927,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,9542.67,1.1911,0.83907,1.19839,0.7721,0.71335,0.7797,0.45035,1.31931,1.06319,1.2172,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,9802.97,1.18024,0.82529,1.19424,0.77555,0.72132,0.78042,0.45177,1.30786,1.03102,1.21457,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,10062.2,1.17087,0.80954,1.18458,0.76188,0.73886,0.78747,0.4546,1.30988,1.01447,1.21371,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,10320.9,1.15948,0.79185,1.18087,0.76707,0.72806,0.78275,0.45767,1.30437,1.02751,1.21323,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,10583.7,1.16904,0.73509,1.18172,0.77137,0.73101,0.78277,0.45317,1.30488,1.09514,1.21291,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,10833.7,1.1523,0.70599,1.17247,0.79046,0.72165,0.78467,0.45603,1.3097,1.05195,1.2201,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,11089.2,1.13237,0.68788,1.16631,0.77695,0.73679,0.78421,0.45482,1.31373,1.00258,1.22537,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,11351.5,1.11306,0.6672,1.14704,0.7817,0.72834,0.78362,0.45579,1.31296,1.011,1.2299,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,11609.3,1.09841,0.65129,1.13441,0.78745,0.73033,0.78202,0.45362,1.31652,1.02878,1.23626,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,11867.3,1.08217,0.63506,1.12564,0.78159,0.73052,0.78012,0.45339,1.32328,1.06915,1.23703,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,12129.2,1.06451,0.61717,1.11283,0.78993,0.72228,0.77937,0.4537,1.32594,1.06219,1.24273,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,12390.5,1.05652,0.60601,1.11273,0.79463,0.72081,0.77882,0.45299,1.32842,1.02583,1.24453,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,12648.8,1.03647,0.58897,1.10106,0.78593,0.73563,0.78003,0.45159,1.32941,1.00898,1.24829,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,12909.3,1.03373,0.58336,1.09722,0.78857,0.73314,0.78005,0.4521,1.33023,1.02036,1.25118,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
