epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,7924.24,1.29772,0.99717,1.26679,0.75099,0.70635,0.76647,0.44201,1.30747,1.4758,1.20934,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125
31,8186.05,1.30004,0.98838,1.26772,0.76388,0.70164,0.76834,0.43984,1.32566,1.36209,1.2163,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
32,8455.42,1.27872,0.9756,1.25406,0.76124,0.71036,0.7734,0.44473,1.31166,1.34697,1.20591,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375
33,8720.68,1.28899,0.9706,1.25909,0.7798,0.70036,0.7686,0.44398,1.31381,1.25041,1.21075,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
34,8987.14,1.28215,0.96211,1.2583,0.76051,0.72273,0.77503,0.44618,1.30553,1.22372,1.21437,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625
35,9250.82,1.2676,0.9427,1.24854,0.76373,0.71938,0.78014,0.4529,1.31743,1.28098,1.21448,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
36,9515.64,1.2638,0.94686,1.24327,0.7571,0.72145,0.7796,0.45283,1.31937,1.21562,1.22376,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875
37,9779.98,1.25632,0.92487,1.23835,0.78453,0.71329,0.78202,0.45352,1.31299,1.14894,1.21414,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
38,10047.7,1.24326,0.91697,1.23361,0.77303,0.71244,0.78298,0.45461,1.30323,1.13753,1.20737,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125
39,10314.1,1.24391,0.90944,1.22578,0.78668,0.70786,0.78889,0.45664,1.30627,1.13784,1.20697,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
40,10576.8,1.23724,0.88595,1.22392,0.774,0.71462,0.78226,0.45453,1.31707,1.13612,1.21159,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375
41,10842,1.22762,0.88599,1.2184,0.78849,0.70891,0.78851,0.45614,1.32082,1.0588,1.21628,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
42,11108.1,1.21715,0.86822,1.20891,0.77791,0.71618,0.78632,0.45778,1.29619,1.10118,1.20102,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625
43,11371,1.20696,0.85984,1.20478,0.78072,0.72655,0.788,0.45988,1.29868,1.10824,1.20395,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
