epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,316.071,1.61745,2.09487,1.51759,0.55472,0.46315,0.48976,0.2342,1.48457,2.22982,1.32359,0.00998907,0.00332969,0.00998907,0.00332969,0.00998907,0.00332969,0.00998907,0.00332969
2,583.057,1.6189,1.64145,1.48486,0.48408,0.42116,0.41097,0.18292,1.67494,2.80522,1.46556,0.0195933,0.0065311,0.0195933,0.0065311,0.0195933,0.0065311,0.0195933,0.0065311
3,837.803,1.7421,1.81152,1.57327,0.5014,0.44654,0.43094,0.18722,1.64178,4.18691,1.47779,0.0288015,0.0096005,0.0288015,0.0096005,0.0288015,0.0096005,0.0288015,0.0096005
4,1094.31,1.75882,1.84715,1.60614,0.52695,0.46442,0.47846,0.21919,1.52184,3.7678,1.40439,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1353.33,1.69878,1.72915,1.57517,0.56219,0.47439,0.49922,0.22913,1.56533,3.53484,1.41417,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1611.43,1.64688,1.61537,1.53067,0.61637,0.54226,0.58069,0.28332,1.47107,2.28051,1.3304,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,1867.51,1.61037,1.55322,1.50227,0.63313,0.56663,0.60301,0.30125,1.41296,2.96659,1.32089,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,2119.17,1.59207,1.50436,1.4858,0.63981,0.56275,0.61515,0.3148,1.39956,3.12411,1.28874,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,2375.96,1.55268,1.43544,1.45897,0.6561,0.60258,0.64418,0.33486,1.36514,2.50737,1.27619,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,2633.15,1.53475,1.39639,1.45146,0.65677,0.59821,0.64753,0.33891,1.38206,2.00924,1.28991,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
