epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,8131.8,1.26257,0.95355,1.253,0.76492,0.70467,0.7737,0.44724,1.21235,0.97019,1.14697,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
31,8403.15,1.25978,0.94771,1.25318,0.77772,0.69519,0.77214,0.44759,1.22232,1.00773,1.15271,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
32,8676.09,1.24308,0.91829,1.23983,0.77866,0.70307,0.78002,0.45238,1.21476,0.92419,1.1511,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
33,8945.21,1.23143,0.89502,1.23381,0.76931,0.7166,0.78223,0.4538,1.21791,0.96784,1.15109,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
34,9211.25,1.22324,0.89013,1.22791,0.77875,0.70907,0.78142,0.45427,1.21836,0.9435,1.15866,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
35,9485.81,1.21085,0.8681,1.2197,0.78364,0.7088,0.78538,0.458,1.21381,0.94774,1.15182,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
36,9754.18,1.19949,0.86253,1.20987,0.79437,0.7021,0.78134,0.45666,1.21986,0.9603,1.15556,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
37,10023.5,1.17547,0.83565,1.19957,0.78718,0.70993,0.78418,0.45554,1.22362,0.92562,1.15853,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
38,10291.5,1.16922,0.82097,1.19493,0.77294,0.73029,0.78705,0.45655,1.21765,0.90807,1.15718,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
39,10560.6,1.16135,0.8078,1.18958,0.77586,0.72545,0.78509,0.45596,1.22194,0.89211,1.16379,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
40,10830.6,1.14722,0.79752,1.18086,0.78648,0.71303,0.78232,0.45476,1.2228,0.90559,1.16096,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
41,11103.8,1.15583,0.73161,1.18216,0.76914,0.72533,0.78202,0.45503,1.23102,0.91275,1.16578,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
42,11368.7,1.13404,0.70398,1.16533,0.78467,0.71429,0.781,0.45607,1.22988,0.90381,1.16542,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
43,11633.8,1.12911,0.68922,1.16719,0.782,0.71835,0.78128,0.45625,1.23051,0.89835,1.16642,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
44,11901.3,1.11336,0.67979,1.1579,0.7847,0.71457,0.78213,0.45625,1.23122,0.89955,1.17012,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
45,12166.1,1.10149,0.66358,1.14652,0.79448,0.71004,0.7826,0.45663,1.23085,0.88328,1.17247,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
46,12430.6,1.09368,0.65573,1.14223,0.78884,0.71548,0.78397,0.4556,1.23247,0.88588,1.17397,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
47,12697.2,1.08693,0.64899,1.13927,0.78868,0.71306,0.78219,0.45544,1.23433,0.88248,1.17579,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
48,12967,1.08913,0.65043,1.14406,0.78221,0.7186,0.78166,0.45571,1.23391,0.88526,1.17553,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
49,13233.7,1.08136,0.64113,1.13469,0.7818,0.71981,0.78186,0.45457,1.23466,0.88991,1.17552,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
50,13501.5,1.07739,0.63686,1.13414,0.78116,0.7189,0.78149,0.45465,1.23596,0.88463,1.17716,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
