epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,408.981,1.63914,2.14924,1.58389,0.56082,0.46841,0.49966,0.236,1.54211,3.33376,1.42933,0.00998907,0.00332969,0.00998907,0.00332969,0.00998907,0.00332969,0.00998907,0.00332969
2,769.731,1.63422,1.68704,1.54833,0.49794,0.46505,0.45169,0.20272,1.62359,3.92012,1.50682,0.0195933,0.0065311,0.0195933,0.0065311,0.0195933,0.0065311,0.0195933,0.0065311
3,1116.65,1.73464,1.84603,1.63932,0.48843,0.41621,0.40847,0.17109,1.70759,6.40372,1.61316,0.0288015,0.0096005,0.0288015,0.0096005,0.0288015,0.0096005,0.0288015,0.0096005
4,1459.95,1.76119,1.87412,1.66622,0.52777,0.49406,0.49043,0.22369,1.55641,4.88613,1.4966,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1804.03,1.70003,1.75792,1.62726,0.55564,0.52158,0.52402,0.25213,1.49728,5.12714,1.4594,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,2149.3,1.64793,1.64825,1.58893,0.62341,0.55314,0.59214,0.2875,1.44042,3.23202,1.39661,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,2495.56,1.60828,1.57603,1.54934,0.60476,0.576,0.60701,0.30691,1.41594,2.94761,1.3782,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,2841.18,1.58492,1.53382,1.53926,0.63091,0.59848,0.63354,0.3225,1.3887,2.20812,1.36122,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,3187.75,1.54903,1.45326,1.51342,0.64111,0.57376,0.62112,0.32194,1.3799,2.92333,1.3686,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,3531.24,1.5307,1.42145,1.49731,0.68931,0.58942,0.65679,0.34384,1.37641,2.11258,1.34392,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,3875.36,1.50344,1.38151,1.47562,0.68733,0.61966,0.67374,0.35503,1.35951,2.29419,1.32717,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,4220.68,1.49391,1.35064,1.46718,0.66588,0.64552,0.68305,0.36387,1.33556,2.2298,1.32621,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,4564.24,1.48333,1.32078,1.46093,0.70991,0.62899,0.69808,0.37042,1.33143,1.6081,1.29499,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,4911.63,1.47117,1.2937,1.4451,0.71281,0.63344,0.70294,0.37889,1.33034,1.68161,1.29769,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,5258.69,1.45349,1.26511,1.43197,0.71768,0.64327,0.7092,0.37993,1.30669,1.50357,1.2852,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,5604.99,1.43708,1.24641,1.42768,0.72658,0.66461,0.73262,0.40151,1.29185,1.62708,1.27427,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,5952.31,1.42457,1.2194,1.41318,0.73844,0.66012,0.73898,0.40571,1.28946,1.37437,1.26608,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,6301.24,1.41386,1.19951,1.40285,0.74027,0.65399,0.73499,0.41209,1.27331,1.41236,1.26743,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,6650.58,1.40426,1.16591,1.39274,0.71926,0.68303,0.73942,0.40942,1.27428,1.43667,1.25751,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,6996.78,1.38339,1.15826,1.38345,0.76526,0.66573,0.75643,0.41945,1.26662,1.43724,1.25246,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,7346.02,1.37417,1.13081,1.37559,0.75374,0.67991,0.75679,0.42219,1.2625,1.32269,1.251,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,7691.89,1.36387,1.1162,1.37194,0.74887,0.67822,0.75408,0.42446,1.2563,1.17463,1.24512,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,8042.09,1.35359,1.09914,1.36079,0.75455,0.68995,0.76197,0.42914,1.25501,1.2637,1.24137,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,8393.48,1.34571,1.08949,1.35405,0.76438,0.68229,0.76246,0.43231,1.26185,1.14962,1.24367,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,8739.7,1.32913,1.06021,1.34943,0.75811,0.69083,0.76507,0.43389,1.24182,1.18643,1.23462,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,9086.07,1.31756,1.04523,1.33317,0.76015,0.68888,0.76744,0.43985,1.23303,1.10746,1.22271,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,9434.99,1.31418,1.0295,1.33341,0.75351,0.71055,0.77543,0.44354,1.2399,1.09222,1.22923,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,9782.47,1.30526,1.01107,1.32491,0.77659,0.69619,0.77508,0.44678,1.23064,1.03469,1.22751,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,10128.4,1.29084,0.98707,1.31412,0.76986,0.70523,0.7797,0.44878,1.228,0.97438,1.21945,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,10475.3,1.27793,0.9707,1.30638,0.77036,0.72039,0.78224,0.44852,1.23873,0.99642,1.22991,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,10825.2,1.27082,0.96386,1.30438,0.76857,0.70985,0.77905,0.44778,1.23545,1.02305,1.22666,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
