epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,305.801,1.62821,3.07657,1.57323,0.44889,0.39817,0.36217,0.16275,1.57853,7.51988,1.50291,0.00998907,0.00332969,0.00998907,0.00332969,0.00998907,0.00332969,0.00998907,0.00332969
2,553.437,1.68119,2.09922,1.58149,0.38056,0.31711,0.27629,0.11866,1.75941,3.95007,1.65104,0.0195933,0.0065311,0.0195933,0.0065311,0.0195933,0.0065311,0.0195933,0.0065311
3,785.59,1.77613,2.01386,1.65822,0.4764,0.38358,0.34657,0.145,1.70845,6.0674,1.63925,0.0288015,0.0096005,0.0288015,0.0096005,0.0288015,0.0096005,0.0288015,0.0096005
4,1013.53,1.78997,1.98024,1.6885,0.4974,0.44335,0.4276,0.19108,1.57798,4.93013,1.53295,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1239.2,1.72999,1.84839,1.65165,0.52674,0.49508,0.48712,0.22269,1.54332,4.33677,1.47936,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1464.29,1.67265,1.73075,1.60464,0.59441,0.52599,0.54904,0.26196,1.50739,3.33731,1.43587,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,1689.57,1.63829,1.66107,1.57872,0.61467,0.53376,0.56943,0.28265,1.42125,4.07787,1.39603,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,1918.07,1.61838,1.61528,1.55679,0.61879,0.55435,0.59951,0.30225,1.39945,2.61384,1.36475,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,2144.94,1.58421,1.54825,1.52871,0.66135,0.57503,0.63339,0.32195,1.38491,3.0364,1.35909,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,2372.42,1.57115,1.50897,1.51867,0.64863,0.59015,0.63518,0.32693,1.37414,2.48879,1.33724,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,2599.5,1.54045,1.47333,1.50023,0.68834,0.58185,0.64981,0.33221,1.38467,2.46329,1.3432,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,2827.41,1.53616,1.44426,1.49872,0.67008,0.59993,0.66076,0.34394,1.35656,2.28554,1.32774,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,3058.08,1.52257,1.41537,1.48933,0.69201,0.61208,0.6748,0.3578,1.33943,2.70787,1.31311,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,3286.61,1.51368,1.39712,1.47345,0.69139,0.61976,0.67959,0.35732,1.34081,1.75467,1.31539,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,3514.98,1.49734,1.36858,1.46221,0.69708,0.60614,0.68088,0.36334,1.3179,2.37033,1.30228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,3746.2,1.48572,1.35004,1.45278,0.71212,0.63382,0.70202,0.38126,1.31562,1.92709,1.28436,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,3970.81,1.47349,1.33293,1.4508,0.69735,0.63798,0.70232,0.38276,1.29883,1.60791,1.27484,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,4197.8,1.46802,1.31058,1.43602,0.73616,0.64166,0.70824,0.38792,1.29126,1.89262,1.27497,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,4428.55,1.45643,1.28671,1.42858,0.7242,0.63508,0.70788,0.38688,1.28621,1.92388,1.26872,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,4658.5,1.44598,1.27887,1.42518,0.71937,0.65877,0.72472,0.40209,1.27352,1.83166,1.25926,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,4883.71,1.43036,1.25766,1.41188,0.72447,0.66529,0.73267,0.40453,1.27471,1.47039,1.25917,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,5112.44,1.42601,1.24487,1.41257,0.74064,0.65604,0.73367,0.40823,1.25471,1.66202,1.24815,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,5342.25,1.41472,1.22739,1.40655,0.73611,0.66938,0.73839,0.40798,1.27283,1.45965,1.26197,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,5570.34,1.4099,1.2151,1.39904,0.73747,0.67274,0.74051,0.41045,1.27062,1.43113,1.25789,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,5801.24,1.39663,1.1985,1.39511,0.7485,0.67694,0.74528,0.419,1.24452,1.49763,1.24063,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,6027.59,1.38696,1.18736,1.38189,0.73582,0.6749,0.74404,0.41824,1.24977,1.59077,1.23941,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,6259.55,1.38401,1.17999,1.38434,0.75234,0.67281,0.75394,0.42533,1.25687,1.53762,1.24541,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,6487.87,1.37064,1.15385,1.37117,0.73694,0.6925,0.75557,0.42731,1.25669,1.28543,1.24292,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,6716.71,1.36834,1.13473,1.36797,0.7433,0.6885,0.75737,0.42992,1.2394,1.31118,1.23002,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,6947.23,1.35327,1.11944,1.35754,0.74676,0.6852,0.75353,0.42675,1.24495,1.2675,1.23202,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,7175.11,1.352,1.12275,1.35924,0.75553,0.68382,0.75985,0.43158,1.22896,1.28745,1.22429,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,7405.22,1.34407,1.0986,1.34891,0.74906,0.68775,0.75972,0.43274,1.23982,1.23563,1.23076,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,7632.35,1.33588,1.08464,1.34562,0.75583,0.6966,0.76322,0.43294,1.23636,1.2531,1.2252,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,7865.07,1.33288,1.08355,1.34309,0.76062,0.69638,0.76698,0.43645,1.23869,1.19869,1.22714,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,8096.94,1.32255,1.0647,1.33645,0.76192,0.70219,0.77078,0.44166,1.22998,1.16229,1.22473,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,8326.39,1.31574,1.05454,1.33113,0.75735,0.70247,0.77201,0.44138,1.22957,1.20418,1.22557,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,8554.3,1.30049,1.0378,1.32151,0.75207,0.70487,0.77128,0.44232,1.22631,1.17485,1.2181,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,8784.53,1.29929,1.02357,1.3147,0.7577,0.70254,0.77319,0.44499,1.2264,1.15032,1.21833,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,9015.67,1.29105,1.00932,1.31266,0.75718,0.70996,0.7743,0.44624,1.21961,1.12855,1.2154,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,9245.25,1.2787,1.00143,1.30761,0.76414,0.69823,0.77485,0.44567,1.22583,1.18668,1.22069,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,9473.55,1.32297,0.97257,1.34373,0.75148,0.71784,0.77736,0.44675,1.22854,1.16947,1.21926,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,9698.05,1.30436,0.93873,1.3294,0.75649,0.71507,0.7791,0.44815,1.23108,1.14917,1.22422,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,9928.7,1.29056,0.91458,1.33124,0.77485,0.70756,0.77863,0.44648,1.23244,1.12336,1.22612,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,10153.1,1.28252,0.90386,1.32288,0.76838,0.70806,0.77995,0.44812,1.23248,1.12347,1.22666,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,10380.1,1.26669,0.88255,1.30065,0.77303,0.70285,0.77967,0.44971,1.23135,1.11254,1.22651,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,10606.4,1.24902,0.86519,1.29009,0.76667,0.71091,0.78111,0.44782,1.23461,1.08341,1.22923,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,10831.7,1.23989,0.85021,1.28345,0.7672,0.70996,0.77928,0.44744,1.23575,1.06556,1.2309,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,11056.9,1.23034,0.84129,1.27853,0.76595,0.71258,0.7807,0.44793,1.2367,1.06511,1.23094,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,11283.1,1.22219,0.83026,1.27069,0.76955,0.70254,0.77866,0.44724,1.23962,1.06633,1.23271,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,11509.1,1.21771,0.81607,1.27041,0.76635,0.70713,0.77981,0.44651,1.24113,1.06629,1.23522,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
